Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
53,No,Travel_Rarely,1238,Human Resources,18,1,Marketing,1,141,1,Male,73,3,1,Research Director,1,Married,15045,12213,1,Y,No,21,4,4,80,2,32,3,1,0,2,6,5
30,No,Travel_Rarely,1186,Research & Development,22,3,Life Sciences,1,142,3,Male,38,3,5,Human Resources,4,Married,4570,17223,3,Y,Yes,16,3,2,80,2,11,4,2,3,5,1,5
49,Yes,Travel_Rarely,203,Human Resources,2,3,Marketing,1,143,1,Male,87,4,2,Healthcare Representative,4,Married,4779,13452,8,Y,Yes,17,4,1,80,2,12,0,3,2,2,9,0
24,No,Non-Travel,970,Sales,21,2,Technical Degree,1,144,1,Female,49,3,4,Research Scientist,2,Divorced,13628,23293,3,Y,No,19,4,3,80,2,32,2,2,7,10,0,1
39,No,Travel_Frequently,767,Human Resources,4,3,Marketing,1,145,1,Female,79,1,1,Manager,3,Married,19178,10027,0,Y,No,14,3,4,80,3,27,5,4,8,13,9,1
45,Yes,Non-Travel,372,Human Resources,12,1,Human Resources,1,146,3,Female,49,3,4,Research Director,3,Divorced,3722,18291,0,Y,Yes,24,3,1,80,2,35,6,1,11,4,9,9
19,No,Travel_Rarely,1129,Research & Development,7,3,Medical,1,147,3,Male,65,2,3,Healthcare Representative,2,Married,15885,12641,0,Y,No,20,3,1,80,2,4,1,2,4,10,3,3
59,No,Travel_Frequently,1270,Research & Development,15,3,Medical,1,148,3,Male,56,4,1,Sales Executive,3,Divorced,19282,23065,4,Y,Yes,16,4,3,80,3,24,6,1,8,13,9,8
23,No,Non-Travel,283,Sales,7,2,Life Sciences,1,149,4,Female,61,1,1,Research Director,2,Divorced,2102,23521,5,Y,No,22,3,1,80,0,16,6,4,0,6,7,1
45,No,Travel_Rarely,1151,Research & Development,29,3,Life Sciences,1,150,3,Female,30,1,1,Human Resources,1,Married,15262,26715,5,Y,Yes,13,4,4,80,1,36,3,3,10,10,5,7
45,No,Travel_Rarely,1242,Human Resources,22,4,Technical Degree,1,151,4,Female,46,3,2,Sales Executive,4,Married,9453,23618,5,Y,Yes,23,4,3,80,3,18,3,3,6,9,1,0
37,No,Non-Travel,392,Research & Development,26,2,Other,1,152,4,Male,38,2,1,Research Director,3,Married,11639,2224,8,Y,No,23,4,4,80,3,34,3,3,19,11,4,7
47,No,Non-Travel,1494,Sales,21,2,Technical Degree,1,153,4,Female,74,4,4,Research Scientist,3,Married,14406,10749,0,Y,No,21,3,2,80,0,33,2,1,13,3,8,2
28,Yes,Non-Travel,1367,Human Resources,17,1,Human Resources,1,154,2,Male,95,1,2,Manufacturing Director,1,Single,14224,8582,9,Y,No,14,3,1,80,0,5,5,4,2,3,5,4
45,No,Travel_Rarely,1341,Sales,16,1,Life Sciences,1,155,2,Female,61,4,1,Research Scientist,1,Single,8172,3573,5,Y,No,19,3,4,80,2,18,0,2,10,6,5,0
42,No,Non-Travel,276,Research & Development,28,1,Life Sciences,1,156,2,Female,74,3,4,Research Scientist,3,Divorced,13252,10577,7,Y,Yes,24,4,4,80,0,0,4,3,16,4,6,0
56,Yes,Travel_Rarely,1422,Research & Development,19,1,Technical Degree,1,157,4,Female,38,2,4,Laboratory Technician,3,Divorced,19918,10712,7,Y,Yes,24,3,2,80,1,6,5,1,17,0,4,5
50,No,Non-Travel,157,Sales,9,4,Technical Degree,1,158,4,Male,59,3,5,Research Director,2,Single,9197,8763,2,Y,No,11,3,1,80,3,33,4,3,18,10,2,2
18,No,Travel_Rarely,1392,Human Resources,14,2,Technical Degree,1,159,1,Male,67,4,4,Manufacturing Director,2,Divorced,15677,14164,4,Y,Yes,15,4,4,80,1,18,6,4,17,14,2,7
44,No,Travel_Rarely,407,Research & Development,17,3,Medical,1,160,4,Male,89,3,3,Sales Representative,3,Married,13039,7217,9,Y,No,25,4,3,80,2,32,5,2,5,9,4,3
30,No,Travel_Frequently,1411,Research & Development,5,1,Marketing,1,161,2,Male,30,4,1,Laboratory Technician,2,Divorced,6570,21526,3,Y,No,25,3,4,80,1,25,1,3,14,12,3,5
58,No,Non-Travel,1076,Human Resources,2,1,Marketing,1,162,4,Male,34,1,1,Laboratory Technician,1,Divorced,8706,18272,0,Y,No,21,3,4,80,2,26,0,4,6,14,4,9
20,No,Non-Travel,1228,Research & Development,20,1,Life Sciences,1,163,4,Male,92,1,1,Research Scientist,4,Divorced,13655,14734,8,Y,Yes,17,4,4,80,1,37,0,1,4,11,8,8
56,No,Travel_Rarely,1351,Sales,16,3,Medical,1,164,1,Female,65,3,4,Manager,2,Single,2434,13353,4,Y,No,13,4,4,80,3,25,2,4,4,12,4,7
23,No,Travel_Rarely,1370,Research & Development,14,1,Technical Degree,1,165,4,Male,94,1,4,Manager,4,Single,17139,5501,1,Y,Yes,25,4,1,80,1,34,5,1,6,14,3,3
25,No,Travel_Rarely,799,Research & Development,14,3,Life Sciences,1,166,3,Female,53,4,1,Sales Executive,2,Divorced,11449,15530,1,Y,No,12,3,4,80,0,19,3,3,11,1,3,9
44,No,Travel_Frequently,182,Human Resources,27,2,Medical,1,167,1,Male,33,1,2,Sales Representative,3,Married,11122,14394,6,Y,Yes,23,3,2,80,1,23,0,3,7,5,0,7
26,No,Travel_Frequently,1309,Sales,1,2,Human Resources,1,168,4,Female,97,2,2,Manufacturing Director,2,Divorced,15603,3499,3,Y,Yes,21,4,4,80,3,20,5,4,17,12,9,6
54,No,Travel_Rarely,351,Human Resources,3,2,Other,1,169,4,Female,54,2,3,Laboratory Technician,4,Single,12991,11669,0,Y,Yes,12,3,3,80,2,25,3,1,17,11,3,4
50,No,Non-Travel,1478,Research & Development,26,4,Medical,1,170,1,Male,36,3,5,Research Director,4,Married,15859,25071,4,Y,Yes,11,3,3,80,1,19,2,4,16,8,3,6
59,No,Non-Travel,895,Research & Development,7,3,Life Sciences,1,171,4,Female,42,3,3,Research Scientist,3,Divorced,17571,23629,1,Y,No,15,3,4,80,1,5,6,4,10,6,8,6
41,No,Travel_Frequently,996,Human Resources,26,1,Marketing,1,172,2,Male,97,3,1,Human Resources,4,Single,8461,12519,6,Y,Yes,23,4,4,80,0,2,6,3,14,3,3,9
32,No,Travel_Frequently,309,Human Resources,15,1,Technical Degree,1,173,3,Male,72,3,1,Research Director,3,Married,7996,15239,8,Y,Yes,13,3,2,80,2,9,5,3,19,14,6,1
49,Yes,Travel_Rarely,915,Human Resources,19,1,Other,1,174,3,Male,86,4,1,Research Director,3,Divorced,6852,20128,0,Y,No,21,4,2,80,2,11,5,3,5,11,0,6
49,No,Non-Travel,708,Sales,20,1,Human Resources,1,175,2,Male,65,4,5,Laboratory Technician,4,Single,4512,4039,1,Y,Yes,22,3,1,80,2,32,1,4,11,11,6,2
41,No,Travel_Rarely,546,Research & Development,2,4,Other,1,176,4,Female,43,2,4,Manufacturing Director,1,Married,17446,10311,5,Y,No,17,4,1,80,3,21,5,4,6,14,1,7
58,No,Travel_Frequently,559,Human Resources,19,1,Other,1,177,4,Male,56,4,5,Research Scientist,4,Divorced,3263,5857,7,Y,Yes,11,4,3,80,3,15,1,2,7,12,7,7
29,No,Non-Travel,1067,Research & Development,9,4,Medical,1,178,3,Female,66,1,3,Research Scientist,4,Married,4747,6950,6,Y,No,19,3,4,80,0,16,3,2,3,1,0,8
56,No,Non-Travel,571,Sales,19,3,Life Sciences,1,179,4,Female,54,2,4,Manufacturing Director,2,Married,17416,25471,8,Y,Yes,24,3,4,80,1,9,6,4,2,3,9,3
19,No,Travel_Frequently,469,Sales,27,2,Life Sciences,1,180,3,Female,96,3,4,Manager,4,Married,9280,17441,1,Y,Yes,12,4,2,80,3,11,3,2,2,13,2,9
20,No,Travel_Rarely,999,Sales,5,1,Other,1,181,3,Male,33,3,3,Healthcare Representative,2,Single,12974,14735,8,Y,Yes,18,4,2,80,2,18,6,4,9,4,7,2
54,No,Travel_Rarely,1022,Sales,18,2,Technical Degree,1,182,2,Female,45,4,4,Sales Executive,2,Divorced,19477,24415,3,Y,Yes,20,3,1,80,1,39,6,3,14,1,9,8
34,No,Non-Travel,236,Research & Development,16,3,Life Sciences,1,183,3,Male,48,2,2,Sales Executive,4,Married,12978,3743,2,Y,No,14,4,1,80,1,22,0,1,12,0,7,8
19,No,Travel_Frequently,466,Sales,4,3,Other,1,184,4,Female,58,4,3,Manager,3,Married,13007,15283,6,Y,Yes,16,4,3,80,1,39,2,3,18,3,4,1
19,No,Non-Travel,1011,Sales,12,1,Life Sciences,1,185,4,Male,80,4,3,Laboratory Technician,1,Married,5763,21925,4,Y,No,19,3,2,80,0,9,1,4,7,10,4,5
45,No,Travel_Frequently,283,Human Resources,29,3,Technical Degree,1,186,1,Male,47,4,2,Laboratory Technician,4,Single,14227,11638,4,Y,No,17,3,4,80,3,9,6,3,17,12,7,2
40,Yes,Travel_Rarely,1410,Sales,7,2,Human Resources,1,187,4,Male,87,2,5,Sales Representative,4,Married,15031,5616,1,Y,No,25,3,2,80,3,9,0,4,4,5,9,4
54,No,Travel_Frequently,571,Human Resources,14,1,Other,1,188,1,Male,73,3,5,Sales Executive,3,Single,12515,17383,5,Y,No,18,3,2,80,1,38,4,4,6,0,4,1
49,Yes,Travel_Rarely,1498,Sales,23,4,Marketing,1,189,3,Female,45,1,5,Sales Executive,2,Single,2232,5894,5,Y,Yes,25,4,2,80,0,29,0,2,4,0,8,3
50,No,Travel_Frequently,753,Sales,12,1,Marketing,1,190,4,Female,94,3,4,Laboratory Technician,3,Married,14544,20108,3,Y,Yes,17,3,1,80,0,3,3,4,18,8,0,2
18,No,Non-Travel,848,Human Resources,3,2,Other,1,191,2,Male,31,2,2,Research Director,3,Married,4028,8227,4,Y,Yes,12,3,4,80,3,0,4,1,16,4,4,1
36,No,Travel_Rarely,636,Sales,5,1,Medical,1,192,2,Female,85,3,3,Sales Executive,2,Single,18022,12464,6,Y,Yes,19,3,4,80,3,18,0,2,18,1,2,5
19,No,Non-Travel,901,Research & Development,17,1,Human Resources,1,193,2,Male,57,3,3,Manufacturing Director,4,Single,11650,22446,7,Y,Yes,25,3,1,80,0,4,5,1,3,10,2,2
43,Yes,Non-Travel,1373,Research & Development,26,2,Medical,1,194,3,Male,94,1,3,Human Resources,3,Married,4413,9847,5,Y,Yes,11,4,1,80,2,29,2,4,6,13,1,3
49,No,Travel_Rarely,1019,Sales,10,1,Marketing,1,195,3,Female,34,3,4,Manufacturing Director,3,Single,10026,6281,4,Y,No,24,4,4,80,0,25,1,3,5,1,2,5
23,No,Travel_Rarely,609,Research & Development,10,1,Technical Degree,1,196,1,Male,51,3,4,Research Director,4,Single,7418,26647,2,Y,No,12,3,3,80,2,39,5,4,13,3,6,4
49,No,Non-Travel,729,Human Resources,11,2,Other,1,197,2,Male,42,3,5,Sales Representative,4,Married,11952,20584,6,Y,Yes,13,3,2,80,3,33,4,4,18,10,7,3
21,No,Non-Travel,1101,Sales,17,3,Life Sciences,1,198,1,Male,94,4,4,Laboratory Technician,1,Married,5597,4143,7,Y,Yes,13,3,4,80,0,1,6,3,19,1,7,3
28,No,Non-Travel,1196,Sales,5,2,Marketing,1,199,1,Male,45,2,5,Sales Representative,3,Divorced,19762,16780,2,Y,Yes,24,3,1,80,0,23,2,3,10,3,7,1
34,No,Non-Travel,1405,Human Resources,13,1,Human Resources,1,200,4,Male,93,2,5,Sales Representative,1,Married,2620,5181,4,Y,No,20,4,4,80,0,13,6,1,6,14,0,9
55,No,Travel_Rarely,1015,Human Resources,10,4,Marketing,1,201,4,Female,61,1,3,Laboratory Technician,2,Married,2929,21259,1,Y,Yes,14,4,2,80,0,12,0,2,2,10,6,3
41,No,Travel_Rarely,1483,Human Resources,9,4,Human Resources,1,202,2,Female,80,4,4,Research Scientist,4,Married,17455,8520,9,Y,Yes,15,4,4,80,1,28,5,2,19,12,1,7
22,No,Non-Travel,1133,Sales,17,2,Human Resources,1,203,3,Female,87,4,5,Human Resources,4,Divorced,16905,15052,9,Y,Yes,16,4,1,80,1,0,3,2,16,5,9,4
51,No,Travel_Frequently,1334,Human Resources,1,4,Other,1,204,4,Male,75,3,2,Sales Executive,1,Single,2974,14271,3,Y,No,11,3,3,80,3,33,3,1,10,6,3,9
23,No,Travel_Frequently,251,Human Resources,4,1,Human Resources,1,205,3,Male,81,2,2,Sales Representative,3,Married,14679,19480,3,Y,No,24,4,1,80,3,3,2,1,14,5,4,9
39,No,Travel_Rarely,1128,Research & Development,4,1,Medical,1,206,1,Male,92,1,4,Manufacturing Director,2,Married,6671,14499,7,Y,Yes,23,4,3,80,0,27,3,3,6,3,0,7
28,No,Non-Travel,1318,Research & Development,18,2,Technical Degree,1,207,1,Male,89,4,3,Research Scientist,3,Divorced,15599,10915,2,Y,No,18,3,2,80,1,18,1,2,14,9,3,5
33,No,Non-Travel,1406,Sales,9,1,Marketing,1,208,1,Male,94,3,3,Research Scientist,3,Divorced,14810,18122,4,Y,No,16,4,1,80,3,0,6,4,16,2,3,9
50,No,Travel_Rarely,563,Research & Development,25,3,Technical Degree,1,209,1,Male,84,1,5,Research Director,1,Divorced,10917,13431,4,Y,No,20,4,4,80,2,35,2,1,10,3,8,4
26,No,Travel_Frequently,1236,Research & Development,29,1,Life Sciences,1,210,2,Female,86,4,4,Sales Representative,3,Single,10353,8918,1,Y,Yes,19,4,1,80,1,12,2,4,11,11,8,3
23,Yes,Travel_Frequently,370,Human Resources,29,2,Marketing,1,211,1,Male,55,1,2,Sales Representative,1,Divorced,9784,10148,8,Y,Yes,15,3,1,80,1,4,3,2,12,4,9,9
33,No,Travel_Frequently,1286,Human Resources,18,3,Technical Degree,1,212,4,Female,41,4,5,Healthcare Representative,4,Single,16225,15038,3,Y,No,17,3,2,80,1,32,2,2,10,3,0,8
46,No,Travel_Rarely,559,Research & Development,14,3,Technical Degree,1,213,1,Male,75,1,5,Research Director,4,Married,2658,15805,8,Y,No,21,3,3,80,0,13,0,1,10,2,7,9
20,No,Travel_Frequently,204,Research & Development,25,4,Other,1,214,3,Female,76,4,1,Research Scientist,4,Married,4897,21598,8,Y,No,14,3,3,80,2,15,4,1,8,0,3,4
37,No,Travel_Rarely,1405,Research & Development,15,1,Other,1,215,4,Male,67,4,4,Research Scientist,2,Married,14291,9749,1,Y,Yes,16,4,4,80,0,31,5,3,10,2,3,9
53,No,Travel_Rarely,261,Sales,6,2,Life Sciences,1,216,3,Female,50,1,5,Healthcare Representative,2,Divorced,15572,23948,8,Y,No,16,4,1,80,3,26,4,4,3,10,4,5
36,No,Non-Travel,450,Sales,24,4,Human Resources,1,217,3,Female,43,4,2,Sales Executive,3,Married,5205,4871,8,Y,No,23,3,2,80,2,34,6,3,1,4,1,6
43,No,Travel_Frequently,533,Sales,10,4,Marketing,1,218,2,Male,31,4,1,Manager,1,Divorced,6044,6489,1,Y,Yes,14,3,3,80,0,2,5,3,3,12,0,0
20,No,Travel_Rarely,951,Research & Development,29,1,Other,1,219,2,Male,99,4,2,Manufacturing Director,3,Single,5433,6607,5,Y,No,16,3,4,80,1,3,3,4,13,13,4,8
36,No,Travel_Frequently,239,Research & Development,15,1,Marketing,1,220,3,Female,62,1,3,Manager,4,Married,8711,14973,8,Y,No,18,4,3,80,2,6,1,2,4,14,6,7
37,No,Travel_Frequently,1255,Sales,29,2,Life Sciences,1,221,3,Male,35,1,1,Sales Representative,3,Single,9384,14111,3,Y,Yes,21,4,4,80,1,12,1,4,16,5,9,4
49,No,Non-Travel,186,Sales,4,4,Other,1,222,1,Male,66,4,1,Laboratory Technician,3,Divorced,19261,25148,1,Y,No,15,3,3,80,3,2,3,2,11,11,8,2
24,No,Travel_Frequently,282,Research & Development,18,2,Other,1,223,4,Male,43,4,5,Research Director,3,Divorced,19475,7834,6,Y,No,12,3,4,80,2,16,6,3,5,13,1,4
58,No,Non-Travel,467,Human Resources,18,4,Human Resources,1,224,1,Female,66,1,3,Sales Representative,4,Married,5059,11912,8,Y,No,19,3,3,80,3,9,3,2,11,12,7,4
50,No,Travel_Rarely,228,Sales,25,4,Marketing,1,225,2,Male,37,3,5,Sales Executive,1,Married,17915,5399,5,Y,No,21,3,3,80,3,0,2,2,14,3,6,8
57,No,Travel_Frequently,1369,Research & Development,17,4,Marketing,1,226,2,Female,42,4,4,Manager,3,Divorced,9513,23762,3,Y,Yes,14,3,1,80,3,27,1,2,18,0,1,6
56,No,Travel_Rarely,769,Research & Development,12,1,Marketing,1,227,1,Female,69,3,2,Sales Representative,4,Married,15865,20241,0,Y,Yes,14,3,4,80,2,9,4,4,9,9,4,1
35,No,Travel_Frequently,248,Human Resources,7,4,Human Resources,1,228,4,Male,87,1,2,Manufacturing Director,2,Married,3674,9604,3,Y,Yes,21,3,4,80,3,6,3,2,1,12,6,4
57,No,Travel_Rarely,1084,Research & Development,16,4,Other,1,229,3,Female,47,4,5,Research Scientist,1,Single,11800,12957,2,Y,No,17,3,1,80,0,38,6,4,11,6,2,8
18,No,Travel_Frequently,951,Research & Development,11,4,Life Sciences,1,230,1,Male,86,3,2,Human Resources,4,Divorced,15978,9731,6,Y,Yes,20,4,1,80,0,2,6,1,11,12,1,1
28,Yes,Travel_Frequently,727,Sales,14,3,Marketing,1,231,2,Male,67,1,2,Sales Representative,3,Single,18697,20780,9,Y,Yes,24,3,3,80,3,6,4,1,6,8,5,7
45,No,Travel_Frequently,545,Sales,3,1,Technical Degree,1,232,4,Female,61,3,4,Sales Executive,4,Married,18767,17808,4,Y,No,20,4,3,80,1,8,5,3,0,14,9,2
42,Yes,Travel_Frequently,983,Human Resources,19,3,Human Resources,1,233,2,Female,95,2,3,Research Director,1,Single,7884,4261,2,Y,Yes,16,3,3,80,3,39,4,3,17,12,5,3
40,No,Travel_Frequently,393,Human Resources,18,1,Medical,1,234,4,Female,54,1,1,Laboratory Technician,3,Divorced,15383,13809,1,Y,No,24,4,1,80,3,34,6,4,2,5,3,1
48,No,Travel_Frequently,1266,Research & Development,10,2,Life Sciences,1,235,4,Female,87,2,5,Manufacturing Director,2,Single,7248,19696,1,Y,No,14,3,3,80,1,25,1,2,19,13,0,8
47,No,Travel_Frequently,349,Sales,6,3,Technical Degree,1,236,4,Female,62,1,5,Healthcare Representative,2,Single,5429,12056,4,Y,No,16,3,1,80,2,4,5,2,4,5,4,5
59,No,Travel_Frequently,977,Human Resources,13,2,Marketing,1,237,1,Male,95,1,4,Sales Executive,2,Married,18611,20689,7,Y,Yes,13,4,3,80,2,12,4,1,19,8,0,8
52,Yes,Travel_Frequently,1047,Human Resources,10,4,Medical,1,238,1,Female,59,4,4,Manager,4,Divorced,12256,23891,7,Y,Yes,17,3,1,80,3,29,2,4,14,3,7,7
24,No,Travel_Rarely,1074,Human Resources,18,2,Life Sciences,1,239,1,Male,63,2,1,Manager,1,Married,10203,21125,4,Y,No,16,4,4,80,0,39,2,2,9,4,1,8
33,No,Non-Travel,1425,Research & Development,26,2,Human Resources,1,240,4,Male,98,2,3,Research Scientist,2,Married,9765,21720,1,Y,Yes,13,4,2,80,0,38,1,2,18,4,8,4
43,No,Travel_Frequently,1148,Sales,20,2,Medical,1,241,4,Female,77,2,5,Manager,3,Divorced,3522,25864,3,Y,No,11,4,3,80,0,9,2,4,0,13,8,5
19,No,Non-Travel,888,Human Resources,26,2,Other,1,242,2,Female,69,1,4,Research Director,3,Single,2691,23543,6,Y,Yes,22,3,3,80,3,22,3,3,6,11,2,6
18,Yes,Travel_Frequently,1083,Sales,16,1,Medical,1,243,3,Female,80,2,5,Manager,3,Married,3739,2997,5,Y,Yes,20,4,1,80,0,10,5,4,17,4,5,4
29,No,Travel_Frequently,988,Human Resources,25,3,Technical Degree,1,244,1,Female,42,2,2,Manufacturing Director,4,Single,3525,17155,9,Y,Yes,15,3,4,80,0,11,1,4,1,7,8,0
22,No,Travel_Rarely,989,Human Resources,25,1,Life Sciences,1,245,4,Female,60,4,5,Manufacturing Director,1,Divorced,18453,8353,6,Y,Yes,20,4,4,80,2,12,5,2,18,10,6,8
54,No,Travel_Rarely,169,Sales,6,1,Technical Degree,1,246,2,Male,68,3,3,Human Resources,1,Married,8251,20703,4,Y,Yes,12,3,3,80,3,39,6,1,9,0,3,1
49,No,Non-Travel,724,Sales,13,1,Technical Degree,1,247,2,Male,92,3,3,Manager,2,Single,12440,5207,1,Y,No,17,4,1,80,2,15,4,2,14,9,2,6
26,No,Travel_Rarely,974,Sales,4,2,Marketing,1,248,2,Male,77,2,5,Research Director,1,Single,15860,11275,7,Y,Yes,23,4,1,80,1,8,3,2,9,10,1,7
58,No,Travel_Rarely,1235,Research & Development,23,1,Human Resources,1,249,1,Female,77,2,2,Research Director,3,Married,9649,21965,1,Y,Yes,17,3,2,80,2,9,1,2,9,14,9,7
52,No,Non-Travel,1487,Human Resources,14,3,Medical,1,250,1,Female,90,2,3,Sales Representative,3,Divorced,3287,17874,7,Y,Yes,14,3,4,80,3,28,4,4,11,9,9,0
36,No,Travel_Rarely,1426,Research & Development,1,1,Life Sciences,1,251,3,Male,41,2,4,Laboratory Technician,4,Single,15193,5086,6,Y,Yes,16,3,2,80,0,8,4,4,7,10,0,9
33,No,Travel_Frequently,570,Sales,28,4,Other,1,252,2,Female,85,3,5,Sales Executive,3,Divorced,10767,17973,2,Y,Yes,11,3,4,80,3,32,4,2,13,2,9,6
20,No,Non-Travel,190,Human Resources,20,2,Human Resources,1,253,1,Female,47,4,2,Healthcare Representative,1,Married,17913,25550,3,Y,No,12,3,3,80,2,23,4,2,1,14,0,8
37,Yes,Non-Travel,629,Research & Development,5,4,Human Resources,1,254,2,Female,56,1,4,Research Scientist,3,Single,17629,19105,6,Y,No,25,3,3,80,3,34,4,1,16,7,3,2
41,No,Travel_Frequently,760,Human Resources,8,3,Life Sciences,1,255,4,Male,57,2,5,Research Scientist,2,Single,6954,16870,3,Y,No,16,3,1,80,3,10,1,3,5,14,3,7
50,No,Travel_Rarely,838,Research & Development,12,3,Human Resources,1,256,2,Female,81,2,2,Sales Representative,4,Single,2744,3154,8,Y,Yes,12,3,1,80,2,38,2,2,7,10,8,7
41,No,Non-Travel,825,Sales,2,3,Marketing,1,257,3,Male,45,3,4,Laboratory Technician,4,Divorced,12719,18029,6,Y,Yes,22,3,1,80,2,12,4,4,0,8,9,8
28,No,Non-Travel,971,Research & Development,12,3,Human Resources,1,258,1,Female,87,2,3,Research Director,1,Single,14402,9167,0,Y,No,22,4,4,80,1,22,6,3,2,1,0,7
25,No,Travel_Frequently,291,Human Resources,5,1,Marketing,1,259,4,Female,38,4,5,Human Resources,3,Single,6576,2016,0,Y,No,21,4,1,80,1,24,6,3,14,11,3,4
53,No,Travel_Frequently,1365,Human Resources,22,2,Medical,1,260,1,Male,55,4,5,Research Director,3,Married,11216,9097,3,Y,No,14,4,3,80,2,15,3,1,16,3,2,4
55,No,Travel_Rarely,237,Human Resources,5,3,Medical,1,261,4,Female,57,2,3,Manager,1,Single,18363,15165,8,Y,No,14,4,2,80,3,20,1,3,6,13,8,2
57,No,Non-Travel,444,Human Resources,13,4,Technical Degree,1,262,2,Female,65,3,1,Healthcare Representative,1,Divorced,19325,20616,3,Y,Yes,20,3,3,80,2,9,0,2,13,7,4,5
37,No,Travel_Rarely,1303,Sales,9,3,Marketing,1,263,2,Female,38,2,4,Laboratory Technician,2,Married,7050,13654,4,Y,No,19,4,3,80,0,39,2,2,2,4,8,9
52,No,Travel_Rarely,1108,Research & Development,10,2,Other,1,264,3,Male,76,2,3,Laboratory Technician,1,Married,15948,19830,0,Y,Yes,25,4,3,80,1,18,3,4,17,0,9,2
42,No,Travel_Frequently,602,Sales,1,4,Medical,1,265,3,Female,80,3,5,Sales Representative,3,Single,19151,18205,1,Y,No,20,4,2,80,0,34,6,2,4,5,5,1
52,No,Non-Travel,302,Sales,3,4,Human Resources,1,266,4,Female,86,4,4,Healthcare Representative,2,Married,4438,11657,3,Y,Yes,17,3,3,80,3,27,4,2,19,13,8,6
42,No,Non-Travel,672,Sales,18,4,Life Sciences,1,267,3,Female,61,1,4,Manager,4,Single,12382,13959,3,Y,Yes,24,3,4,80,0,1,1,1,14,8,0,9
46,No,Non-Travel,291,Human Resources,12,1,Life Sciences,1,268,3,Female,96,2,1,Manager,3,Married,16663,24158,9,Y,Yes,17,4,4,80,2,29,1,3,5,8,3,2
35,No,Travel_Frequently,104,Human Resources,29,3,Marketing,1,269,3,Female,86,4,5,Human Resources,4,Divorced,16069,13819,5,Y,No,22,4,2,80,2,39,4,1,2,10,3,3
35,Yes,Travel_Frequently,1360,Human Resources,3,1,Other,1,270,3,Male,83,2,2,Sales Executive,4,Single,10819,5083,5,Y,Yes,21,4,4,80,2,39,6,3,17,0,9,9
19,No,Travel_Frequently,410,Research & Development,26,4,Technical Degree,1,271,2,Male,45,1,1,Research Director,4,Divorced,18760,11735,7,Y,Yes,11,3,1,80,0,4,3,1,19,3,9,7
52,Yes,Travel_Frequently,648,Human Resources,25,1,Human Resources,1,272,3,Female,91,3,1,Healthcare Representative,3,Single,14078,26655,8,Y,No,21,4,4,80,0,37,1,4,2,0,5,0
33,No,Travel_Frequently,155,Research & Development,29,1,Marketing,1,273,2,Female,85,4,2,Manager,4,Divorced,18473,8952,0,Y,No,15,4,3,80,0,14,5,1,7,6,9,8
58,Yes,Non-Travel,542,Human Resources,9,1,Life Sciences,1,274,2,Male,52,1,2,Manager,3,Divorced,13047,26225,0,Y,No,13,3,4,80,2,35,6,1,18,2,0,5
53,No,Travel_Rarely,1360,Human Resources,26,3,Marketing,1,275,1,Female,46,2,1,Sales Executive,4,Married,11257,16637,5,Y,No,13,4,1,80,2,2,6,4,17,1,9,1
50,No,Non-Travel,969,Sales,2,4,Human Resources,1,276,2,Female,67,1,4,Laboratory Technician,1,Single,15805,11463,3,Y,No,16,4,1,80,2,23,2,2,14,13,4,2
21,No,Travel_Rarely,1320,Sales,3,4,Other,1,277,2,Female,59,4,3,Manager,1,Married,18212,7391,3,Y,No,14,4,1,80,0,11,3,2,13,7,2,4
50,Yes,Travel_Frequently,684,Sales,14,3,Other,1,278,3,Female,87,3,3,Human Resources,3,Divorced,12296,16468,0,Y,Yes,18,4,3,80,0,7,6,4,15,8,0,5
31,Yes,Travel_Rarely,851,Research & Development,4,1,Medical,1,279,2,Female,51,2,1,Manager,4,Single,16570,17091,8,Y,Yes,24,4,1,80,3,13,4,4,2,14,5,8
38,No,Non-Travel,459,Research & Development,25,1,Human Resources,1,280,4,Female,46,3,4,Manager,4,Divorced,4655,16964,2,Y,No,14,4,3,80,1,17,6,1,14,6,2,1
37,No,Non-Travel,918,Human Resources,19,2,Medical,1,281,3,Female,44,3,2,Sales Executive,4,Divorced,16727,10964,4,Y,No,18,4,1,80,2,19,3,4,18,5,3,4
25,No,Travel_Rarely,129,Research & Development,13,2,Medical,1,282,3,Female,77,1,1,Human Resources,1,Divorced,19899,9914,9,Y,Yes,24,4,3,80,0,22,5,4,7,9,8,6
24,No,Travel_Frequently,207,Human Resources,7,2,Medical,1,283,3,Male,61,1,5,Manufacturing Director,4,Divorced,5017,16476,0,Y,Yes,22,3,3,80,1,4,6,3,1,12,1,6
20,No,Travel_Frequently,943,Research & Development,12,3,Marketing,1,284,1,Male,69,4,4,Research Scientist,4,Married,16142,18866,7,Y,Yes,25,4,3,80,0,0,3,3,16,10,0,3
